ProductKey,ProductCode,ProductName,Category,Subcategory,Color,Size,Brand,UnitCost,UnitPriceBase,SupplierID,SupplierName,MinStock,LeadTimeDays
1226,TOY-1226,چرتکه آموزشی نارنجی کوچک,فکری و آموزشی,بازی فکری,نارنجی,کوچک,پاندورا,590472,1133706,1,اسباب‌بازی ایران,23,23
1227,TOY-1227,فیگور بتمن مشکی خانواده,اکشن فیگور,شخصیت کارتونی,مشکی,خانواده,زرافه,774965,1286441,3,بازی و شادی,14,4
1228,TOY-1228,لگو ماشین صورتی خانواده,لگو و ساختنی,بلوک ساختمانی,صورتی,خانواده,کیدزلند,630208,1134374,7,آریا اسباب‌بازی,36,18
1229,TOY-1229,بازی فکری شطرنج سفید خانواده,فکری و آموزشی,بازی فکری,سفید,خانواده,پاندورا,655515,924276,3,بازی و شادی,35,13
1230,TOY-1230,توپ بسکتبال بنفش بزرگ,بازی در فضای باز,دوچرخه,بنفش,بزرگ,پلی‌تویز,300569,444842,1,اسباب‌بازی ایران,25,6
1231,TOY-1231,ماشین کنترلی شارژی صورتی متوسط,ماشین و رادیویی,قایق,صورتی,متوسط,دنیای اسباب‌بازی,615096,1051814,6,نوین تویز,16,19
1232,TOY-1232,ظروف مهمانی چندرنگ کوچک,مهمانی و بادکنک,ظروف یکبارمصرف,چندرنگ,کوچک,کیدزلند,893215,1786430,5,پارس اسباب‌بازی,5,17
1233,TOY-1233,فشفشه صورتی متوسط,مهمانی و بادکنک,فشفشه,صورتی,متوسط,زرافه,234008,435254,4,کیان تویز,6,12
1234,TOY-1234,قایق اسباب‌بازی صورتی متوسط,ماشین و رادیویی,قایق,صورتی,متوسط,پیکولو,869595,1269608,2,تویز لند,30,13
1235,TOY-1235,عروسک پارچه‌ای سبز بزرگ,نوزاد و خردسال,جغجغه,سبز,بزرگ,دنیای اسباب‌بازی,979777,1763598,5,پارس اسباب‌بازی,49,5
1236,TOY-1236,پازل سه‌بعدی برج صورتی کوچک,لگو و ساختنی,بلوک ساختمانی,صورتی,کوچک,شادی,344599,623724,2,تویز لند,6,19
1237,TOY-1237,پازل سه‌بعدی برج بنفش متوسط,لگو و ساختنی,پازل سه‌بعدی,بنفش,متوسط,آسمان,692056,1211098,4,کیان تویز,34,22
1238,TOY-1238,عروسک خرسی آبی خانواده,عروسک,پولیشی,آبی,خانواده,زرافه,297645,553619,6,نوین تویز,14,12
1239,TOY-1239,پازل چوبی قرمز کوچک,نوزاد و خردسال,عروسک پارچه‌ای,قرمز,کوچک,آسمان,256332,456270,2,تویز لند,45,24
1240,TOY-1240,قایق اسباب‌بازی بنفش خانواده,ماشین و رادیویی,هواپیما,بنفش,خانواده,کیدزلند,242152,348698,2,تویز لند,20,15
1241,TOY-1241,بازی فکری شطرنج بنفش بزرگ,فکری و آموزشی,کتاب داستان,بنفش,بزرگ,فانتزی,617817,1180030,3,بازی و شادی,47,29
1242,TOY-1242,عروسک باربی سفید کوچک,عروسک,پارچه‌ای,سفید,کوچک,دنیای اسباب‌بازی,742126,1187401,7,آریا اسباب‌بازی,30,27
1243,TOY-1243,ماشین کنترلی شارژی سفید متوسط,ماشین و رادیویی,ماشین کنترلی,سفید,متوسط,پاندورا,930993,1489588,6,نوین تویز,16,28
1244,TOY-1244,ماشین کنترلی شارژی نارنجی متوسط,ماشین و رادیویی,ماشین ساده,نارنجی,متوسط,پاندورا,43271,62742,1,اسباب‌بازی ایران,38,18
1245,TOY-1245,بلوک‌های خانه بنفش کوچک,لگو و ساختنی,ماکت,بنفش,کوچک,پیکولو,57016,101488,1,اسباب‌بازی ایران,5,21
1246,TOY-1246,عروسک باربی زرد بزرگ,عروسک,پولیشی,زرد,بزرگ,پلی‌تویز,561700,842550,4,کیان تویز,31,4
1247,TOY-1247,پازل سه‌بعدی برج قرمز کوچک,لگو و ساختنی,لگو,قرمز,کوچک,شادی,673909,1334339,4,کیان تویز,33,17
1248,TOY-1248,لگو پلیس سبز متوسط,لگو و ساختنی,بلوک ساختمانی,سبز,متوسط,تویز,893672,1563926,7,آریا اسباب‌بازی,43,26
1249,TOY-1249,بلوک‌های خانه نارنجی متوسط,لگو و ساختنی,پازل سه‌بعدی,نارنجی,متوسط,پیکولو,381870,660635,4,کیان تویز,41,20
1250,TOY-1250,جغجغه زرد متوسط,نوزاد و خردسال,پازل چوبی,زرد,متوسط,کیدزلند,153661,288882,6,نوین تویز,16,24
1251,TOY-1251,فیگور مرد عنکبوتی صورتی بزرگ,اکشن فیگور,ابرقهرمان,صورتی,بزرگ,تویز,168983,309238,7,آریا اسباب‌بازی,40,24
1252,TOY-1252,بازی فکری شطرنج آبی بزرگ,فکری و آموزشی,کتاب داستان,آبی,بزرگ,پیکولو,539706,982264,6,نوین تویز,40,26
1253,TOY-1253,عروسک باربی صورتی بزرگ,عروسک,پارچه‌ای,صورتی,بزرگ,پیکولو,798425,1445149,8,ماهان تویز,40,22
1254,TOY-1254,بلوک‌های خانه آبی بزرگ,لگو و ساختنی,بلوک ساختمانی,آبی,بزرگ,زرافه,947546,1497122,3,بازی و شادی,36,15
1255,TOY-1255,سرباز اسباب‌بازی بنفش کوچک,اکشن فیگور,ابرقهرمان,بنفش,کوچک,شادی,293795,449506,1,اسباب‌بازی ایران,8,23
1256,TOY-1256,کاغذ رنگی زرد کوچک,مهمانی و بادکنک,ظروف یکبارمصرف,زرد,کوچک,پلی‌تویز,644700,1134672,1,اسباب‌بازی ایران,35,16
1257,TOY-1257,لگو آتش‌نشانی صورتی متوسط,لگو و ساختنی,پازل سه‌بعدی,صورتی,متوسط,پیکولو,736914,1171693,2,تویز لند,49,25
1258,TOY-1258,عروسک سخنگو بنفش بزرگ,عروسک,پلاستیکی,بنفش,بزرگ,پلی‌تویز,569881,917508,3,بازی و شادی,36,17
1259,TOY-1259,جغجغه زرد خانواده,نوزاد و خردسال,عروسک پارچه‌ای,زرد,خانواده,شادی,121586,231013,3,بازی و شادی,48,4
1260,TOY-1260,توپ فوتبال نارنجی خانواده,بازی در فضای باز,اسکوتر,نارنجی,خانواده,آسمان,338714,657105,1,اسباب‌بازی ایران,27,10
1261,TOY-1261,چرتکه آموزشی زرد متوسط,فکری و آموزشی,وسایل آموزشی,زرد,متوسط,دنیای اسباب‌بازی,309604,489174,1,اسباب‌بازی ایران,47,3
1262,TOY-1262,پازل نقشه ایران صورتی بزرگ,فکری و آموزشی,بازی فکری,صورتی,بزرگ,فانتزی,43225,68727,8,ماهان تویز,32,21
1263,TOY-1263,عروسک پولیشی آبی متوسط,عروسک,پارچه‌ای,آبی,متوسط,تویز,173770,253704,3,بازی و شادی,36,10
1264,TOY-1264,پازل ۱۰۰ تکه سبز متوسط,فکری و آموزشی,بازی فکری,سبز,متوسط,پلی‌تویز,897572,1696411,9,پویا تویز,9,11
1265,TOY-1265,پازل سه‌بعدی برج سفید متوسط,لگو و ساختنی,ماکت,سفید,متوسط,پلی‌تویز,566518,1070719,4,کیان تویز,35,24
1266,TOY-1266,دندانگیر زرد بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,زرد,بزرگ,آسمان,676279,1345795,10,دنیای شادی,31,27
1267,TOY-1267,فشفشه بنفش کوچک,مهمانی و بادکنک,کلاه تولد,بنفش,کوچک,شادی,408202,689861,7,آریا اسباب‌بازی,48,25
1268,TOY-1268,پازل چوبی بنفش خانواده,نوزاد و خردسال,عروسک پارچه‌ای,بنفش,خانواده,دنیای اسباب‌بازی,108607,206353,10,دنیای شادی,28,13
1269,TOY-1269,پازل چوبی قرمز خانواده,نوزاد و خردسال,عروسک پارچه‌ای,قرمز,خانواده,زرافه,545915,1048156,2,تویز لند,39,22
1270,TOY-1270,توپ بسکتبال سبز بزرگ,بازی در فضای باز,دوچرخه,سبز,بزرگ,زرافه,595233,1124990,8,ماهان تویز,5,19
1271,TOY-1271,اسکوتر صورتی خانواده,بازی در فضای باز,استخر بادی,صورتی,خانواده,کیدزلند,504364,968378,6,نوین تویز,12,18
1272,TOY-1272,ماشین فلزی سبز متوسط,ماشین و رادیویی,قایق,سبز,متوسط,تویز,159213,283399,1,اسباب‌بازی ایران,39,7
1273,TOY-1273,ربات جنگجو صورتی خانواده,اکشن فیگور,ربات,صورتی,خانواده,شادی,591137,1075869,7,آریا اسباب‌بازی,49,22
1274,TOY-1274,کاغذ رنگی آبی خانواده,مهمانی و بادکنک,فشفشه,آبی,خانواده,تویز,760867,1460864,2,تویز لند,23,8
1275,TOY-1275,عروسک پارچه‌ای صورتی بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,صورتی,بزرگ,شادی,119725,223885,9,پویا تویز,17,27
1276,TOY-1276,بادکنک رنگی صورتی خانواده,مهمانی و بادکنک,فشفشه,صورتی,خانواده,پلی‌تویز,306005,511028,4,کیان تویز,49,24
1277,TOY-1277,فشفشه قرمز متوسط,مهمانی و بادکنک,بادکنک,قرمز,متوسط,آسمان,255565,393570,10,دنیای شادی,12,12
1278,TOY-1278,فشفشه زرد متوسط,مهمانی و بادکنک,کلاه تولد,زرد,متوسط,تویز,537856,844433,2,تویز لند,27,13
1279,TOY-1279,پازل سه‌بعدی برج چندرنگ کوچک,لگو و ساختنی,ماکت,چندرنگ,کوچک,دنیای اسباب‌بازی,299509,557086,4,کیان تویز,23,18
1280,TOY-1280,پازل چوبی سفید بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,سفید,بزرگ,دنیای اسباب‌بازی,132318,231556,9,پویا تویز,35,25
1281,TOY-1281,پازل چوبی آبی کوچک,نوزاد و خردسال,موزیکال,آبی,کوچک,پیکولو,256728,456975,6,نوین تویز,31,13
1282,TOY-1282,ماشین فلزی صورتی بزرگ,ماشین و رادیویی,هواپیما,صورتی,بزرگ,تویز,70331,119562,3,بازی و شادی,10,16
1283,TOY-1283,بادکنک رنگی آبی خانواده,مهمانی و بادکنک,بادکنک,آبی,خانواده,دنیای اسباب‌بازی,610637,1093040,7,آریا اسباب‌بازی,32,3
1284,TOY-1284,دوچرخه کودک سبز بزرگ,بازی در فضای باز,استخر بادی,سبز,بزرگ,فانتزی,977720,1691455,3,بازی و شادی,11,13
1285,TOY-1285,بازی فکری شطرنج نارنجی کوچک,فکری و آموزشی,کتاب داستان,نارنجی,کوچک,پاندورا,910503,1821006,10,دنیای شادی,16,28
1286,TOY-1286,بازی فکری شطرنج قرمز متوسط,فکری و آموزشی,بازی فکری,قرمز,متوسط,پلی‌تویز,777333,1243732,5,پارس اسباب‌بازی,41,16
1287,TOY-1287,دندانگیر آبی متوسط,نوزاد و خردسال,پازل چوبی,آبی,متوسط,کیدزلند,740416,1443811,5,پارس اسباب‌بازی,17,27
1288,TOY-1288,لگو پلیس سفید کوچک,لگو و ساختنی,ماکت,سفید,کوچک,شادی,838208,1324368,1,اسباب‌بازی ایران,8,13
1289,TOY-1289,کتاب قصه‌های کهن آبی کوچک,فکری و آموزشی,کتاب داستان,آبی,کوچک,تویز,932723,1688228,5,پارس اسباب‌بازی,15,24
1290,TOY-1290,عروسک خرسی زرد کوچک,عروسک,پارچه‌ای,زرد,کوچک,زرافه,563957,1054599,10,دنیای شادی,32,13
1291,TOY-1291,استخر بادی مشکی خانواده,بازی در فضای باز,استخر بادی,مشکی,خانواده,شادی,970242,1581494,6,نوین تویز,33,21
1292,TOY-1292,فیگور بتمن مشکی خانواده,اکشن فیگور,سرباز,مشکی,خانواده,زرافه,104421,156631,10,دنیای شادی,39,19
1293,TOY-1293,عروسک سخنگو آبی کوچک,عروسک,فیگور,آبی,کوچک,پاندورا,133147,195726,7,آریا اسباب‌بازی,33,15
1294,TOY-1294,ماشین سرعتی آبی بزرگ,ماشین و رادیویی,ماشین کنترلی,آبی,بزرگ,پلی‌تویز,141691,273463,6,نوین تویز,42,12
1295,TOY-1295,کاغذ رنگی صورتی متوسط,مهمانی و بادکنک,ظروف یکبارمصرف,صورتی,متوسط,تویز,625560,1107241,6,نوین تویز,42,25
1296,TOY-1296,عروسک خرسی مشکی خانواده,عروسک,فیگور,مشکی,خانواده,پلی‌تویز,432511,795820,10,دنیای شادی,21,20
1297,TOY-1297,کاغذ رنگی آبی بزرگ,مهمانی و بادکنک,ظروف یکبارمصرف,آبی,بزرگ,زرافه,221710,334782,8,ماهان تویز,11,18
1298,TOY-1298,بلوک‌های خانه چندرنگ متوسط,لگو و ساختنی,ماکت,چندرنگ,متوسط,فانتزی,594284,974625,9,پویا تویز,37,3
1299,TOY-1299,عروسک پولیشی آبی بزرگ,عروسک,پلاستیکی,آبی,بزرگ,دنیای اسباب‌بازی,187661,339666,8,ماهان تویز,8,19
1300,TOY-1300,ماشین کنترلی شارژی بنفش متوسط,ماشین و رادیویی,قایق,بنفش,متوسط,پلی‌تویز,631369,1149091,4,کیان تویز,8,3
1301,TOY-1301,ماشین کنترلی شارژی صورتی کوچک,ماشین و رادیویی,ماشین کنترلی,صورتی,کوچک,فانتزی,70705,114542,6,نوین تویز,39,10
1302,TOY-1302,عروسک پارچه‌ای سفید خانواده,نوزاد و خردسال,موزیکال,سفید,خانواده,کیدزلند,365116,686418,3,بازی و شادی,47,29
1303,TOY-1303,فشفشه زرد کوچک,مهمانی و بادکنک,بادکنک,زرد,کوچک,شادی,604987,901430,7,آریا اسباب‌بازی,32,18
1304,TOY-1304,عروسک پارچه‌ای زرد بزرگ,نوزاد و خردسال,پازل چوبی,زرد,بزرگ,کیدزلند,571601,1097473,5,پارس اسباب‌بازی,35,6
1305,TOY-1305,لگو پلیس مشکی متوسط,لگو و ساختنی,لگو,مشکی,متوسط,کیدزلند,625968,1070405,10,دنیای شادی,30,18
1306,TOY-1306,سرباز اسباب‌بازی صورتی کوچک,اکشن فیگور,ابرقهرمان,صورتی,کوچک,آسمان,599025,1138147,1,اسباب‌بازی ایران,34,24
1307,TOY-1307,کتاب قصه‌های کهن مشکی بزرگ,فکری و آموزشی,کتاب داستان,مشکی,بزرگ,فانتزی,492533,876708,9,پویا تویز,34,6
1308,TOY-1308,کتاب قصه‌های کهن قرمز خانواده,فکری و آموزشی,پازل,قرمز,خانواده,شادی,789965,1240245,3,بازی و شادی,11,3
1309,TOY-1309,استخر بادی بنفش متوسط,بازی در فضای باز,دوچرخه,بنفش,متوسط,پیکولو,343406,683377,5,پارس اسباب‌بازی,30,15
1310,TOY-1310,ماشین سرعتی مشکی بزرگ,ماشین و رادیویی,ماشین کنترلی,مشکی,بزرگ,دنیای اسباب‌بازی,412311,725667,2,تویز لند,28,24
1311,TOY-1311,دوچرخه کودک بنفش بزرگ,بازی در فضای باز,استخر بادی,بنفش,بزرگ,زرافه,485433,800964,1,اسباب‌بازی ایران,41,27
